gene_id	gene_name	SAMN36978213_MG	SAMN36978214_MG	SAMN36978215_MG	SAMN36978216_A1G	SAMN36978217_A1G	SAMN36978218_A1G	SAMN36978219_GC	SAMN36978220_GC	SAMN36978221_GC
ENSMUSG00000041716	Gm20604	2.283283	1.539246	1.096584	0.955188	1.783177	1.52768	0.928534	1.263482	0.980669
ENSMUSG00000041718	Alg13	6.921309	1.693192	5.078197	2.906588	3.640465	3.278158	2.161676	3.421272	2.955204
ENSMUSG00000041720	Pi4ka	11.493825	12.24155	13.02927	10.064781	8.813578	9.620419	10.441792	11.678068	12.620874
ENSMUSG00000041722	Khdc1c	0	0	0	0	0	0	0	0	0
ENSMUSG00000041729	Coro2b	0.663591	1.90109	0.734215	0.746233	1.256405	0.701134	0.704133	0.487832	0.494454
ENSMUSG00000041730	Prrxl1	0	0	0	0	0	0	0	0	0
ENSMUSG00000041731	Pgm5	0.139648	0.08971	0.196356	0.188372	0.399179	0.503249	0	0.035831	0
ENSMUSG00000041733	Coq5	19.393596	17.390784	19.539955	18.736359	16.290019	20.274963	16.726351	15.256637	14.445541
ENSMUSG00000041734	Kirrel	0.33719	0.290966	0.329239	0.452693	0.542189	0.304399	0.246452	0.2718	0.21107
ENSMUSG00000041735	Gm13178	0	0	0	0	0	0	0	0	0
ENSMUSG00000041736	Tspo	106.684015	106.95469	95.791674	114.290717	116.557418	88.991275	104.927916	115.149681	105.348826
ENSMUSG00000041737	Tmem45b	0	0	0.063415	0	0	0.095113	0	0	0.041633
ENSMUSG00000041740	Rnf10	85.314332	79.751749	77.34704	75.985753	69.637127	78.514987	59.83247	56.331147	43.495165
ENSMUSG00000041741	Pde3a	0.158182	0.355969	0.356998	0.305446	0.203039	0.292872	0.240647	0.209001	0.17142
ENSMUSG00000041747	Utp15	2.160114	3.841026	4.07295	2.790888	2.807207	4.273578	2.784973	2.950463	2.068508
ENSMUSG00000041750	Cd1d2	0.10432	0.224971	0.093462	0.056498	0.44907	0.20992	0.085707	0	0.131434
ENSMUSG00000041754	Trem3	0.140227	0	0.112804	0.151387	0	0	0	0.072016	0
ENSMUSG00000041757	Plekha6	14.324968	13.83658	17.643855	15.582254	17.17981	18.281177	19.850339	11.476409	8.194673
ENSMUSG00000041762	Gpr155	9.748311	8.222077	9.738856	10.173827	11.104386	10.742434	9.276394	8.139051	6.690542
ENSMUSG00000041763	Tpp2	12.597863	14.980066	14.872912	13.270972	10.760237	16.533391	11.292832	10.250688	9.546587
ENSMUSG00000041765	Ubac2	15.520411	16.327438	16.71841	15.993537	13.786314	16.682058	13.707579	12.595987	14.733581
ENSMUSG00000041769	Ppp2r2d	24.911025	14.718119	22.225487	18.60652	17.006048	22.728845	13.602205	14.939572	15.200619
ENSMUSG00000041771	Slc24a4	0	0	0	0	0	0	0	0	0
ENSMUSG00000041773	Enc1	2.168928	0.478593	0.674877	1.306801	1.254376	1.934606	0.70164	0.946553	0.78379
ENSMUSG00000041774	Ydjc	0.099193	0.81112	0.161709	0.040827	0	0.169363	0.027591	0.03869	0.214506
ENSMUSG00000041775	Mapk1ip1	7.038641	7.898837	5.061449	3.27841	5.142328	6.046361	6.92954	6.274149	5.218111
ENSMUSG00000041777	Cir1	13.027672	10.44489	8.383464	9.888066	8.343162	9.24453	9.837788	9.297407	6.505887
ENSMUSG00000041779	Tram2	4.268473	3.477078	3.1661	2.932333	3.325549	2.469681	3.548696	2.245733	1.721295
ENSMUSG00000041781	Cpsf2	7.028665	9.386296	7.07075	8.400563	6.151148	8.674904	6.767288	5.891071	4.645038
ENSMUSG00000041782	Lad1	5.688868	7.723271	4.21507	7.671757	10.868484	9.795521	7.666613	13.027846	6.23157
ENSMUSG00000041789	2700046A07Rik	0	0	0	0	0	0	0	0.094763	0.295479
ENSMUSG00000041791	Capza3	0	0	0	0	0	0	0	0	0
